subject_id,income_monthly,employment_years,credit_history_months,avg_monthly_spend,late_payments_12m,defaulted
subj_000535,24586.11,0.34,17,17289.58,0,0
subj_000536,35721.25,0.33,22,17156.24,0,0
subj_000537,10668.68,1.56,53,9383.78,3,0
subj_000538,18737.12,4.57,28,10572.33,0,0
subj_000539,27026.76,5.33,37,30459.18,0,0
subj_000540,31390.79,0.0,54,24346.39,1,1
subj_000541,39814.45,6.57,0,39166.25,1,0
subj_000542,14888.32,3.83,30,9040.35,0,0
subj_000543,54032.82,3.73,13,31820.72,0,0
subj_000544,35541.68,4.82,0,20520.68,1,0
subj_000545,26823.25,3.23,39,11385.29,4,0
subj_000546,34754.04,4.99,30,30349.93,0,0
subj_000547,30461.6,4.8,38,11423.62,0,0
subj_000548,24619.22,0.0,30,17403.49,0,1
subj_000549,27362.96,2.18,6,21832.79,0,0
subj_000550,19343.82,1.99,4,12545.25,0,1
subj_000551,30527.3,10.34,26,29971.85,1,0
subj_000552,12785.85,4.08,25,12152.61,0,1
subj_000553,29662.51,8.77,29,33564.75,0,0
subj_000554,7403.22,3.27,26,8417.87,3,0
subj_000555,36401.53,7.18,35,22263.34,1,0
subj_000556,3480.41,7.88,24,2723.66,0,0
subj_000557,10173.7,0.49,29,7360.5,0,1
subj_000558,39671.45,2.98,20,36455.29,0,0
subj_000559,23196.74,1.62,16,22462.23,0,1
subj_000560,24803.18,2.4,0,24356.56,1,0
subj_000561,28529.16,1.59,0,16119.55,1,1
subj_000562,28206.67,1.8,1,15190.72,1,0
subj_000563,12093.0,0.0,20,7690.85,2,1
subj_000564,11730.85,0.95,0,8270.39,0,0
subj_000565,10455.43,4.4,23,7511.96,0,0
subj_000566,32778.77,6.62,20,30642.23,0,0
subj_000567,28162.66,1.0,24,15945.58,1,0
subj_000568,52840.24,0.96,51,54513.71,0,0
subj_000569,45728.69,5.86,14,36397.29,0,0
subj_000570,20768.04,0.0,18,17405.2,0,0
subj_000571,16401.77,0.0,34,10060.9,1,0
subj_000572,26898.37,1.39,0,7679.38,1,0
subj_000573,27498.82,0.0,24,14598.28,0,0
subj_000574,20333.7,6.5,18,12454.3,0,0
subj_000575,26550.7,3.86,26,16177.42,1,0
subj_000576,32577.11,6.74,18,18303.0,0,0
subj_000577,23965.21,5.42,16,15563.64,3,0
subj_000578,43630.52,3.31,20,39251.56,3,0
subj_000579,23375.84,1.23,35,21124.34,2,0
subj_000580,42749.79,2.16,14,35448.45,3,0
subj_000581,19018.32,0.35,25,8791.85,1,0
subj_000582,22935.28,0.38,45,11538.62,0,0
subj_000583,22226.82,2.82,24,18322.27,0,0
subj_000584,41903.27,3.61,35,19647.38,2,0
subj_000585,30640.39,2.41,6,8723.87,2,1
subj_000586,30366.95,0.0,31,17556.55,2,1
subj_000587,29560.08,5.67,28,18820.86,0,0
subj_000588,33425.91,4.6,29,17700.44,0,0
subj_000589,31634.99,2.06,44,14819.71,2,0
subj_000590,49078.28,4.7,31,32997.8,1,1
subj_000591,17958.86,3.64,31,14568.96,4,0
subj_000592,51610.0,3.16,26,37462.91,0,0
subj_000593,27107.48,0.0,26,24618.62,0,0
subj_000594,22537.16,6.87,14,14722.4,3,1
subj_000595,30344.01,6.34,30,14667.42,2,1
subj_000596,30886.49,4.49,51,26625.56,0,0
subj_000597,57126.09,3.48,26,48628.35,2,0
subj_000598,23542.95,1.74,15,24360.67,6,1
subj_000599,32542.1,9.3,15,23649.9,0,0
subj_000600,25744.27,5.46,52,7972.97,0,0
subj_000601,10485.31,1.51,32,5777.12,1,1
subj_000602,26314.23,0.0,20,26057.95,1,1
subj_000603,16688.99,1.59,0,15587.97,3,1
subj_000604,4837.43,5.39,17,2364.84,0,1
subj_000605,25557.11,5.0,59,14527.15,0,0
subj_000606,23718.02,1.29,6,11212.98,3,0
subj_000607,36099.69,0.0,35,15119.5,2,1
subj_000608,18638.42,2.32,11,7607.69,2,0
subj_000609,45669.73,4.83,9,29703.95,1,0
subj_000610,26412.64,1.28,0,24212.88,4,0
subj_000611,29365.27,5.64,35,17569.16,4,1
subj_000612,21844.29,2.78,7,16888.5,0,0
subj_000613,30062.1,4.92,33,19281.91,0,0
subj_000614,30305.69,6.07,15,16674.33,0,0
subj_000615,25752.66,3.05,19,13492.35,3,0
subj_000616,23217.71,0.77,4,20539.47,0,0
subj_000617,25103.15,4.82,34,17174.55,2,0
subj_000618,16696.76,6.08,26,13208.12,1,1
subj_000619,36590.08,6.42,37,20069.83,0,1
subj_000620,3000.0,7.4,51,3042.37,2,0
subj_000621,22677.77,5.35,10,10105.59,1,1
subj_000622,31595.83,0.25,4,19192.74,0,0
subj_000623,20256.79,3.08,44,6992.3,2,0
subj_000624,43174.59,2.63,11,37123.54,0,0
subj_000625,34786.33,6.66,34,9629.04,2,0
subj_000626,37799.47,4.06,32,33490.7,2,0
subj_000627,27325.11,5.62,0,10033.61,0,0
subj_000628,19629.33,0.55,2,16113.57,0,0
subj_000629,23126.59,1.34,31,21137.28,2,0
subj_000630,11137.95,3.59,9,6285.83,0,0
subj_000631,31225.26,3.42,13,28259.12,2,1
subj_000632,18691.75,5.17,38,9938.16,2,0
subj_000633,28904.72,1.83,40,21076.57,0,0
subj_000634,45830.62,1.82,42,37131.87,0,0
subj_000635,53125.36,0.44,17,32018.9,0,1
subj_000636,20653.24,8.44,19,5518.95,1,0
subj_000637,46174.78,4.74,26,13281.28,0,0
subj_000638,31298.83,4.95,28,27212.22,1,1
subj_000639,35607.19,5.64,29,14826.24,1,0
subj_000640,15415.87,4.33,33,15735.43,1,0
subj_000641,48208.96,0.0,0,38381.84,0,0
subj_000642,41031.21,2.87,14,23610.69,0,0
subj_000643,23201.57,4.6,23,25836.17,2,0
subj_000644,46933.25,4.93,50,30395.09,2,0
subj_000645,38235.44,0.52,54,28685.95,3,0
subj_000646,10526.32,5.68,0,4732.59,2,0
subj_000647,23816.07,3.84,29,22655.11,0,0
subj_000648,9107.67,3.2,64,9872.25,0,0
subj_000649,31536.63,1.24,14,23334.31,2,0
subj_000650,39116.06,3.99,9,40756.2,0,1
subj_000651,46343.89,1.44,12,10700.85,2,0
subj_000652,16989.73,0.67,50,15315.21,0,0
subj_000653,28022.72,4.15,22,24339.43,1,1
subj_000654,32546.29,2.91,12,14117.8,2,0
subj_000655,21762.9,6.29,40,17212.77,0,0
subj_000656,17685.72,1.94,20,14320.17,0,0
subj_000657,6599.84,5.58,17,3372.3,0,0
subj_000658,50937.06,6.92,52,14510.72,0,0
subj_000659,23230.23,3.47,0,18413.94,0,0
subj_000660,34670.89,3.56,12,36246.2,0,0
subj_000661,21097.5,0.0,28,14816.84,0,0
subj_000662,20330.84,0.0,23,22955.25,0,0
subj_000663,30140.55,1.47,43,21585.65,1,0
subj_000664,19636.38,3.14,27,18367.84,0,0
subj_000665,3000.0,2.61,14,2149.05,1,0
subj_000666,16101.25,2.88,38,7457.05,0,1
subj_000667,38936.46,3.08,17,11158.1,0,0
subj_000668,42461.56,0.0,0,12961.49,0,0
subj_000669,23540.93,0.0,19,28067.89,4,1
subj_000670,37346.09,3.81,27,29944.08,0,0
subj_000671,3000.0,0.0,8,2262.59,1,0
subj_000672,34751.78,1.43,13,17427.56,1,0
subj_000673,22287.04,5.71,32,17799.89,2,0
subj_000674,25660.5,1.37,26,20059.21,1,1
subj_000675,18565.86,0.0,10,13253.01,0,0
subj_000676,42736.27,5.88,53,43018.46,1,0
subj_000677,17673.6,5.79,39,9983.2,0,0
subj_000678,42559.13,2.43,0,12129.15,3,0
subj_000679,12764.01,0.98,0,12852.96,0,1
subj_000680,32378.23,6.59,4,10963.17,2,0
subj_000681,11333.55,7.02,10,12022.74,0,0
subj_000682,17519.5,0.4,40,14412.82,2,0
subj_000683,10732.94,7.19,9,5941.86,1,0
subj_000684,21611.08,4.62,25,9976.57,0,0
subj_000685,36784.1,3.69,21,24372.89,2,0
subj_000686,23031.35,7.81,45,16723.58,3,0
subj_000687,24002.34,3.73,45,13166.06,1,1
subj_000688,27514.0,3.37,26,20345.62,0,0
subj_000689,34917.96,6.11,1,8661.08,2,0
subj_000690,26315.09,2.96,37,30803.93,0,0
subj_000691,30940.49,4.3,6,19488.68,0,1
subj_000692,24578.51,0.0,35,10350.5,1,0
subj_000693,21738.11,5.14,57,17382.4,0,0
subj_000694,25519.06,0.15,42,12431.84,0,0
subj_000695,49452.24,3.16,1,40951.79,0,0
subj_000696,15810.23,8.53,12,10740.11,2,0
subj_000697,45501.82,0.48,31,30692.53,0,0
subj_000698,18282.47,2.74,48,10895.13,0,0
subj_000699,32419.79,2.52,51,12153.44,1,0
subj_000700,12375.66,0.74,14,14048.1,2,1
subj_000701,27017.93,4.21,37,18434.79,0,0
subj_000702,47410.97,5.39,36,40078.98,3,0
subj_000703,9476.72,7.08,83,4267.44,0,0
subj_000704,18493.14,0.0,33,14463.61,0,1
subj_000705,27962.51,1.6,21,25127.04,0,1
subj_000706,22985.41,1.41,10,12699.1,0,0
subj_000707,48026.01,5.53,27,30296.25,0,0
subj_000708,31695.75,0.0,58,21614.5,3,1
subj_000709,33536.27,5.71,18,33143.53,0,0
subj_000710,31440.44,4.51,17,18723.58,0,0
subj_000711,17919.02,0.74,35,5835.33,3,0
subj_000712,16797.62,2.94,10,13849.58,0,0
subj_000713,37710.15,6.21,6,16640.4,2,0
subj_000714,38264.25,2.73,41,27536.6,0,0
subj_000715,36669.6,1.43,73,13608.96,0,0
subj_000716,12518.96,0.93,19,5477.01,1,0
subj_000717,17393.14,0.66,49,9155.17,3,0
subj_000718,22681.27,5.42,3,11293.87,0,0
subj_000719,29171.22,9.71,26,20785.68,1,1
subj_000720,41733.4,4.93,1,49850.21,0,0
subj_000721,27836.04,2.85,42,27311.34,0,1
subj_000722,42354.7,0.0,43,31138.5,0,0
subj_000723,37753.09,7.27,57,28484.46,2,0
subj_000724,18142.03,5.49,20,18890.97,2,0
subj_000725,43272.9,5.65,22,29620.37,0,0
subj_000726,3000.0,6.49,22,2661.87,3,0
subj_000727,11707.4,7.16,23,6671.57,2,0
subj_000728,40900.44,4.58,41,23403.87,0,0
subj_000729,32132.98,3.08,12,27883.51,1,0
subj_000730,50338.32,5.38,35,24285.81,3,0
subj_000731,17031.61,0.0,3,16350.92,0,1
subj_000732,23389.78,4.95,31,8312.32,0,0
subj_000733,3000.0,2.55,24,1964.55,0,0
subj_000734,51511.91,1.64,28,32657.71,3,0
subj_000735,37310.51,5.92,43,24192.83,2,0
subj_000736,39864.47,1.49,23,22590.18,1,1
subj_000737,28830.62,2.88,27,18973.69,2,0
subj_000738,37592.7,2.0,36,29881.65,2,0
subj_000739,21668.95,3.61,44,22216.06,1,0
subj_000740,25346.38,1.36,24,12563.31,1,0
subj_000741,48154.98,1.15,14,32732.73,2,0
subj_000742,41075.75,0.0,0,15055.95,0,1
subj_000743,26255.35,3.75,0,12383.23,0,0
subj_000744,17196.16,1.84,73,12149.95,1,0
subj_000745,39270.96,0.33,44,41087.29,2,0
subj_000746,35778.52,3.74,24,33958.15,0,0
subj_000747,45714.41,0.62,39,35810.26,0,0
subj_000748,5056.41,4.0,44,2982.77,2,0
subj_000749,20755.38,2.07,20,17680.73,0,0
subj_000750,36658.7,1.03,21,27439.43,0,0
subj_000751,28178.32,8.7,6,15493.21,0,0
subj_000752,38882.66,0.0,27,14863.5,1,0
subj_000753,15228.82,6.24,22,6500.96,1,0
subj_000754,10909.75,0.46,3,7436.66,1,1
subj_000755,42222.01,2.28,1,21093.0,1,1
subj_000756,38785.89,4.16,0,22774.22,1,0
subj_000757,21979.08,0.0,45,8709.07,0,0
subj_000758,32948.9,3.6,33,26807.64,0,0
subj_000759,43055.89,0.0,13,37384.84,0,0
subj_000760,32287.28,0.66,30,23453.32,1,0
subj_000761,26699.82,3.26,2,20458.86,0,0
subj_000762,12820.37,6.71,27,9087.1,1,0
subj_000763,35364.51,2.02,3,16840.87,2,0
subj_000764,30413.42,0.61,11,15124.18,2,0
subj_000765,11103.4,7.08,63,9161.18,1,0
subj_000766,20970.17,2.5,27,18497.13,0,0
subj_000767,3000.0,3.96,40,1723.43,0,0
subj_000768,13285.58,0.64,18,12381.59,1,0
subj_000769,3000.0,5.88,40,1821.56,1,1
subj_000770,28071.55,1.19,38,17467.5,3,0
subj_000771,35259.57,2.83,3,20903.59,1,0
subj_000772,21699.24,1.58,36,13564.85,0,1
subj_000773,39070.17,2.33,43,32701.06,0,0
subj_000774,37461.54,1.63,39,31044.46,2,1
subj_000775,18727.9,0.0,6,10836.72,1,0
subj_000776,15149.48,0.13,44,7392.65,4,0
subj_000777,21668.22,0.38,12,11101.74,0,0
subj_000778,13394.02,2.17,16,11007.33,2,0
subj_000779,21885.95,2.58,0,10850.3,0,0
subj_000780,44866.19,0.0,3,33313.23,2,0
subj_000781,9664.56,1.3,11,10213.53,1,1
subj_000782,12308.24,2.5,20,14179.2,0,0
subj_000783,32244.05,1.71,34,7999.43,2,0
subj_000784,19779.26,1.84,3,19139.55,4,1
subj_000785,38725.8,3.37,30,29691.06,1,0
subj_000786,32871.75,1.99,63,39744.4,0,0
subj_000787,30766.31,1.05,53,20943.98,1,0
subj_000788,33204.96,0.0,16,33813.81,2,0
subj_000789,30974.77,0.31,38,28161.82,0,0
subj_000790,5375.05,2.15,6,3221.09,4,1
subj_000791,13872.25,2.82,53,11812.89,2,1
subj_000792,20073.14,0.67,47,12242.86,2,1
subj_000793,39821.5,1.62,0,19812.8,0,0
subj_000794,16963.13,4.67,32,10255.58,1,0
subj_000795,30590.33,5.63,56,16606.45,1,0
subj_000796,14704.29,2.09,17,11019.23,3,0
subj_000797,18380.3,0.0,0,18582.05,1,0
subj_000798,33129.54,1.58,23,20574.83,0,0
subj_000799,34440.58,5.99,31,29414.38,0,0
subj_000800,33256.31,8.73,28,25222.65,1,0
subj_000801,19830.17,2.59,26,13364.29,1,0
subj_000802,43505.72,1.02,38,12749.18,0,0
subj_000803,9477.31,1.73,51,9939.9,2,1
subj_000804,30829.01,2.98,31,20620.08,2,0
subj_000805,13371.43,6.18,22,6019.24,2,1
subj_000806,28556.52,1.58,0,27360.9,1,0
subj_000807,4403.37,6.04,11,2294.98,2,0
subj_000808,23377.0,0.0,35,17861.27,1,0
subj_000809,37527.38,1.39,11,18423.42,0,0
subj_000810,23923.5,3.67,18,21688.88,0,1
subj_000811,16155.99,0.47,35,5349.33,0,0
subj_000812,46016.75,4.01,48,34233.3,0,0
subj_000813,20653.95,6.0,19,17264.19,0,0
subj_000814,48653.36,0.0,14,22229.79,0,0
subj_000815,47016.24,3.63,16,32279.95,0,0
subj_000816,27896.56,0.91,21,22679.05,2,1
subj_000817,38372.08,2.57,3,14996.18,1,1
subj_000818,18303.77,5.63,29,16980.11,2,0
subj_000819,26869.41,4.42,5,24105.1,1,0
subj_000820,22681.63,2.43,26,17108.66,0,0
subj_000821,26931.83,2.13,31,14347.99,0,0
subj_000822,25683.17,4.98,38,12087.33,1,1
subj_000823,34649.31,3.89,14,29195.8,0,0
subj_000824,32560.97,3.41,19,35923.17,3,0
subj_000825,8426.93,0.13,29,6856.57,0,0
subj_000826,17970.29,1.39,24,10801.56,2,0
subj_000827,25327.35,6.54,51,20533.29,1,0
subj_000828,33877.69,0.0,23,11373.98,2,0
subj_000829,53167.36,2.37,67,27614.05,1,0
subj_000830,12819.94,6.61,23,10105.68,0,0
subj_000831,32195.59,4.73,15,18953.52,0,0
subj_000832,22749.77,5.25,36,16837.34,0,0
subj_000833,39579.37,2.38,8,33603.61,0,0
subj_000834,10638.15,0.27,14,9277.62,0,0
subj_000835,41418.66,2.87,31,29580.66,0,0
subj_000836,3000.0,4.43,14,2114.41,1,0
subj_000837,34978.92,0.0,39,10800.97,2,0
subj_000838,40895.68,2.4,31,18942.23,0,0
subj_000839,16879.18,7.27,19,12306.57,2,0
subj_000840,28973.62,7.96,26,28610.64,1,0
subj_000841,27950.01,3.55,46,23987.69,0,0
subj_000842,27770.88,5.37,20,27848.23,0,0
subj_000843,46743.29,3.52,34,22768.15,1,0
subj_000844,21585.58,2.75,42,9810.9,0,0
subj_000845,16761.38,0.56,53,9761.69,0,0
subj_000846,52428.2,4.8,33,51629.98,0,0
subj_000847,47222.46,1.34,5,41268.75,0,0
subj_000848,33271.78,3.68,11,27856.02,0,0
subj_000849,17184.17,3.1,81,8361.77,1,0
subj_000850,11657.27,4.52,22,4833.16,1,0
subj_000851,3000.0,6.26,0,2939.07,0,0
subj_000852,23436.93,0.5,24,14593.26,0,0
subj_000853,36072.19,2.96,22,17012.5,2,0
subj_000854,32296.25,0.9,0,22307.56,0,1
subj_000855,21046.33,4.3,19,13896.82,0,0
subj_000856,37840.02,6.25,41,29496.04,0,0
subj_000857,52288.08,0.0,24,43782.0,0,0
subj_000858,19688.3,5.44,0,8003.78,0,0
subj_000859,29172.63,0.0,12,31332.86,0,0
subj_000860,17190.62,3.61,23,7293.22,0,0
subj_000861,18221.53,1.01,9,11832.52,1,0
subj_000862,27342.54,3.63,19,28638.68,1,0
subj_000863,28878.98,5.44,28,26642.92,0,0
subj_000864,21440.86,7.17,15,19867.98,2,0
subj_000865,15714.11,6.71,34,15661.14,1,0
subj_000866,27082.83,0.0,25,15471.13,0,0
subj_000867,31933.29,2.6,18,17570.21,0,0
subj_000868,45593.22,6.24,46,38841.69,3,0
subj_000869,33893.27,8.79,28,10169.06,2,1
subj_000870,11384.73,3.44,0,10970.59,0,0
subj_000871,41604.85,0.0,13,41023.96,2,1
subj_000872,15374.83,2.97,46,10367.3,0,0
subj_000873,22158.19,0.0,46,22201.22,0,0
subj_000874,33116.88,3.38,4,29365.66,1,0
subj_000875,33194.18,1.98,50,18650.28,0,0
subj_000876,23644.01,0.37,0,13931.96,1,0
subj_000877,29055.82,7.4,16,12676.99,0,0
subj_000878,22053.72,2.46,38,18443.08,2,0
subj_000879,39241.02,0.31,6,36285.91,2,0
subj_000880,23125.82,4.25,13,15805.85,2,0
subj_000881,35076.18,5.22,44,21053.11,2,0
subj_000882,6571.19,5.54,41,6587.19,0,0
subj_000883,18157.65,2.81,4,17391.67,3,0
subj_000884,12726.39,4.33,21,9073.24,0,0
subj_000885,30696.57,2.97,43,11636.28,1,0
subj_000886,20676.64,0.48,27,12061.23,0,1
subj_000887,36406.31,2.76,10,30096.92,3,0
subj_000888,9607.23,2.21,30,2313.3,0,0
subj_000889,40323.61,2.72,12,25007.38,2,0
subj_000890,22012.68,1.31,30,9036.56,1,0
subj_000891,20460.71,2.34,34,12674.04,1,0
subj_000892,3349.3,3.51,4,2184.87,0,1
subj_000893,18916.21,0.0,0,20442.28,0,0
subj_000894,32231.07,1.99,13,12398.78,1,0
subj_000895,21156.69,1.56,11,11399.72,2,0
subj_000896,48051.91,2.5,7,31889.8,0,0
subj_000897,20776.15,2.38,50,13631.16,0,0
subj_000898,23780.16,3.58,58,2924.83,2,0
subj_000899,26021.01,0.92,27,20738.09,0,0
subj_000900,17020.56,0.0,9,10618.42,4,1
subj_000901,30116.5,2.57,6,23541.9,0,0
subj_000902,35525.12,0.0,14,32682.18,1,1
subj_000903,27608.3,3.01,22,28767.08,0,0
subj_000904,18181.01,2.17,13,9024.9,0,0
subj_000905,23903.67,5.13,37,21034.53,0,0
subj_000906,24535.5,6.1,44,14111.47,1,0
subj_000907,24870.28,8.15,37,19055.71,0,0
subj_000908,13489.96,8.95,9,4634.59,2,0
subj_000909,4772.18,5.27,57,2923.22,4,1
subj_000910,30188.95,3.29,32,20256.04,1,0
subj_000911,16502.86,1.72,16,16473.13,0,0
subj_000912,17136.51,3.82,1,10675.42,1,0
subj_000913,23750.07,2.28,57,6582.37,0,0
subj_000914,19571.37,4.17,9,12218.82,0,0
subj_000915,3000.0,6.22,34,1923.34,0,0
subj_000916,33937.1,1.48,22,34257.24,2,0
subj_000917,33883.45,4.25,25,25220.94,0,0
subj_000918,38290.33,0.0,62,36297.97,2,0
subj_000919,45263.88,6.27,28,21897.65,4,1
subj_000920,45782.54,3.84,0,23487.3,0,0
subj_000921,54904.84,4.57,0,46061.44,1,0
subj_000922,18611.1,5.86,27,10915.46,0,0
subj_000923,56684.58,2.03,31,43678.12,0,1
subj_000924,11786.22,5.38,15,9132.61,0,1
subj_000925,36447.89,2.08,33,35279.1,0,0
subj_000926,19779.83,5.96,8,16335.61,2,0
subj_000927,40505.51,3.05,82,25967.14,3,0
subj_000928,21399.52,6.72,31,12566.66,1,0
subj_000929,30045.95,1.74,37,13113.84,1,0
subj_000930,41286.29,0.0,7,9605.06,0,0
subj_000931,38651.2,3.23,20,27100.77,4,0
subj_000932,33835.36,5.8,4,27347.26,0,0
subj_000933,32161.69,6.06,0,11130.23,0,0
subj_000934,46580.49,4.24,22,32800.94,2,0
subj_000935,15534.0,0.0,0,13782.92,0,0
subj_000936,13929.44,0.0,25,11475.44,2,0
subj_000937,13975.58,4.32,12,10465.83,0,1
subj_000938,51180.9,6.97,27,21845.4,1,0
subj_000939,28143.37,3.44,53,8570.26,0,1
subj_000940,30301.19,6.72,2,15924.82,3,0
subj_000941,16334.29,3.47,27,18652.15,1,0
subj_000942,23395.19,6.95,21,16026.37,1,0
subj_000943,47836.48,4.9,13,35579.43,2,1
subj_000944,21173.32,0.78,14,16009.45,0,1
subj_000945,29450.51,5.27,9,17169.05,1,0
subj_000946,20993.41,0.08,61,17376.72,2,1
subj_000947,13818.14,4.86,13,4336.34,2,1
subj_000948,38826.85,1.8,47,30320.78,0,0
subj_000949,24638.21,7.31,31,18192.34,1,0
subj_000950,24062.58,4.17,33,9203.98,2,0
subj_000951,16088.79,3.39,29,5045.71,2,0
subj_000952,23672.5,0.0,19,14175.52,1,0
subj_000953,16191.78,5.99,2,9044.38,1,0
subj_000954,37744.1,2.83,23,27898.91,1,0
subj_000955,33332.07,7.52,8,16514.83,0,0
subj_000956,37405.29,4.11,0,35452.87,0,1
subj_000957,34910.43,3.41,22,36159.5,0,0
subj_000958,21475.0,7.16,20,21367.24,2,0
subj_000959,31451.88,1.98,14,24325.0,0,0
subj_000960,33290.77,5.38,0,23399.07,0,0
subj_000961,57688.42,6.75,47,37386.04,1,0
subj_000962,39840.65,3.02,34,25789.52,0,0
subj_000963,32091.6,2.14,30,25087.3,0,0
subj_000964,30255.8,5.21,11,13226.56,0,0
subj_000965,38140.69,5.66,25,18486.6,2,1
subj_000966,13233.89,1.27,0,9899.59,2,1
subj_000967,32801.87,4.12,16,21542.63,0,0
subj_000968,23171.55,3.33,16,19818.09,0,0
subj_000969,29424.37,0.0,29,8077.55,0,0
subj_000970,33430.43,1.88,40,29588.29,2,0
subj_000971,35074.96,0.0,19,31411.79,0,0
subj_000972,17162.77,5.69,51,12105.12,0,0
subj_000973,8213.87,2.66,36,5645.23,0,0
subj_000974,41572.74,0.77,18,31290.77,0,0
subj_000975,34812.39,3.84,28,29104.41,0,0
subj_000976,25243.81,0.3,36,12892.54,0,0
subj_000977,19965.89,0.0,33,13895.14,1,0
subj_000978,28560.44,3.26,13,20087.8,0,0
subj_000979,44161.32,0.58,7,28936.76,3,0
subj_000980,22860.26,1.65,51,16237.41,0,0
subj_000981,22757.06,0.49,0,13355.7,1,0
subj_000982,27643.0,2.35,3,26213.11,2,0
subj_000983,33157.87,0.84,50,13824.44,1,0
subj_000984,31342.08,2.15,36,29327.46,2,0
subj_000985,15862.85,2.02,15,12388.76,4,0
subj_000986,23396.34,3.45,17,9920.05,1,0
subj_000987,50671.5,2.59,36,25071.0,2,1
subj_000988,29405.72,0.92,21,17142.12,0,0
subj_000989,26252.66,0.0,19,12865.73,0,0
subj_000990,31345.5,1.8,16,34044.11,0,0
subj_000991,20559.28,3.11,20,24357.67,1,0
subj_000992,28865.06,1.03,43,15516.34,0,0
subj_000993,23107.26,4.87,45,24776.34,1,0
subj_000994,24148.87,2.24,0,24881.15,1,0
subj_000995,3000.0,1.64,23,2863.58,0,0
subj_000996,43332.64,0.0,4,43485.89,0,0
subj_000997,40370.56,3.3,36,22705.58,0,0
subj_000998,23664.77,2.36,17,26379.66,2,0
subj_000999,30997.93,3.79,56,20103.11,2,0
subj_001000,3000.0,1.04,21,2779.02,0,0
subj_001001,34783.28,0.86,0,14054.41,1,0
subj_001002,25924.33,1.75,19,21206.49,1,0
subj_001003,17333.18,1.56,31,13753.42,1,0
subj_001004,34792.28,6.33,0,25994.97,1,0
subj_001005,26470.75,3.36,11,20367.43,2,1
subj_001006,27002.63,2.59,15,3123.98,2,0
subj_001007,22521.07,5.6,33,20602.97,0,0
subj_001008,47134.6,5.82,39,33496.72,0,0
subj_001009,22428.52,0.89,41,21665.08,0,0
subj_001010,30322.14,0.97,12,9635.31,1,0
subj_001011,43300.14,2.9,17,36395.06,0,0
subj_001012,18968.13,5.49,23,13570.13,1,0
subj_001013,31192.2,5.2,30,17558.27,0,0
subj_001014,30919.42,6.36,12,13534.82,1,0
subj_001015,42451.71,3.52,15,33802.45,0,0
subj_001016,43724.15,0.72,8,23924.25,0,0
subj_001017,17332.09,7.67,19,9780.88,0,0
subj_001018,14132.62,3.46,6,7723.82,1,0
subj_001019,51435.97,0.28,21,12651.47,3,0
subj_001020,32971.03,1.52,12,23388.83,0,1
subj_001021,22015.0,4.95,69,23500.59,1,0
subj_001022,26984.13,6.07,42,24562.06,0,0
subj_001023,33279.02,3.09,42,14910.54,1,0
subj_001024,51555.15,2.93,24,37060.14,2,0
subj_001025,3000.0,0.0,30,1771.96,3,1
subj_001026,37863.72,1.97,38,41369.2,1,1
subj_001027,42048.21,2.95,17,27265.2,0,0
subj_001028,38606.46,1.47,0,27489.9,0,0
subj_001029,14989.62,4.77,31,9034.24,1,0
subj_001030,30653.72,2.6,0,14229.04,0,0
subj_001031,30187.04,6.19,12,16742.8,2,0
subj_001032,15255.22,3.92,36,12184.63,1,0
subj_001033,3000.0,3.63,1,1865.89,1,1
subj_001034,16817.68,7.4,20,9263.66,1,0
subj_001035,29638.5,3.37,22,16094.16,0,1
subj_001036,33485.85,2.88,37,15289.94,1,0
subj_001037,50702.09,3.57,22,11520.98,1,0
subj_001038,53641.77,4.28,56,54584.44,2,0
subj_001039,35793.61,4.47,4,21255.35,0,1
subj_001040,19981.6,7.74,27,18483.05,0,0
subj_001041,33218.35,5.03,34,37654.16,1,0
subj_001042,17787.73,2.79,47,13970.77,2,1
subj_001043,30212.6,1.47,33,25482.6,0,0
subj_001044,16891.62,3.03,11,12638.59,1,1
subj_001045,37864.68,4.08,43,11541.77,1,0
subj_001046,43755.97,4.1,25,28961.18,0,0
subj_001047,28969.83,6.33,7,25932.31,0,0
subj_001048,35678.01,6.96,0,21120.3,0,0
subj_001049,58836.5,1.32,24,35779.55,0,0
subj_001050,31227.86,3.71,51,14319.43,2,0
subj_001051,72206.33,2.4,28,47394.08,0,0
subj_001052,28803.24,2.64,27,15336.63,0,0
subj_001053,23432.35,3.1,33,17216.11,0,0
subj_001054,27992.04,3.32,26,23162.01,0,0
subj_001055,19649.37,6.73,0,8139.97,1,0
subj_001056,34036.93,1.01,34,25489.96,1,0
subj_001057,17869.62,0.39,31,5369.3,2,0
subj_001058,24096.19,6.78,36,12752.99,0,0
subj_001059,21455.63,4.47,34,10366.82,0,0
subj_001060,30766.93,4.1,55,6651.09,2,0
subj_001061,29604.65,1.8,37,22436.13,0,0
subj_001062,32476.19,2.93,34,24632.69,1,0
subj_001063,6595.64,0.77,36,5257.38,1,0
subj_001064,33882.16,2.51,2,32997.5,0,0
subj_001065,51117.31,4.58,30,29184.88,0,0
subj_001066,26787.87,1.65,25,17935.53,0,0
subj_001067,53164.58,0.89,30,32343.17,0,0
subj_001068,30859.19,4.13,18,30433.47,0,0
subj_001069,38483.15,4.69,0,18213.6,0,1
subj_001070,62099.5,2.14,18,31651.77,2,0
